event;runtime_s;obj;bound;gap_pct;node_count
incumbent;0.006;2630.0;1,00E+100;;
incumbent;0.06;4537.0;4604.0;147.674.674.895.302;
incumbent;0.063;4554.0;4604.0;1.097.935.880.544.550;
incumbent;0.065;4560.0;4604.0;0.9649122807017333;
incumbent;0.084;4583.0;4604.0;0.45821514291947507;
incumbent;0.084;4586.0;4604.0;0.39249890972524215;
incumbent;0.085;4588.0;4604.0;0.34873583260679275;
root_lp;0.086;;4604.0;;
root_lp;0.108;;4595.0;;
root_lp;0.108;;4594.0;;
incumbent;0.112;4588.0;4594.0;0.13077593722754727;
incumbent;0.112;4586.0;4594.0;0.1744439598778854;
root_lp;0.119;;4594.0;;
root_lp;0.129;;4594.0;;
root_lp;0.131;;4594.0;;
root_lp;0.143;;4594.0;;
root_lp;0.144;;4594.0;;
root_lp;0.17;;4594.0;;
incumbent;0.288;4588.0;4594.0;0.13077593722754727;
progress;3.0;4588.0;4592.0;0.08718395815169819;84508
progress;6.0;4588.0;4592.0;0.08718395815169819;265859
progress;9.0;4588.0;4592.0;0.08718395815169819;446405
progress;12.0;4588.0;4592.0;0.08718395815169819;643838
progress;15.025;4588.0;4592.0;0.08718395815169819;828738
progress;18.04;4588.0;4.591.999.999.999.990;0.08718395815167837;1015287
progress;21.04;4588.0;4591.0;0.06538796861377363;1160259
progress;24.07;4588.0;4591.0;0.06538796861377363;1328139
progress;27.07;4588.0;4591.0;0.06538796861377363;1499460
progress;30.114;4588.0;4591.0;0.06538796861377363;1681358
progress;33.114;4588.0;4591.0;0.06538796861377363;1829997
progress;36.114;4588.0;4591.0;0.06538796861377363;1998678
progress;39.145;4588.0;4591.0;0.06538796861377363;2170337
progress;42.176;4588.0;4591.0;0.06538796861377363;2312173
progress;45.176;4588.0;4591.0;0.06538796861377363;2427977
progress;48.176;4588.0;4591.0;0.06538796861377363;2581767
progress;51.204;4588.0;4591.0;0.06538796861377363;2723693
progress;54.279;4588.0;4591.0;0.06538796861377363;2857275
progress;57.295;4588.0;4591.0;0.06538796861377363;3004458
progress;60.332;4588.0;4591.0;0.06538796861377363;3130101
progress;63.332;4588.0;4591.0;0.06538796861377363;3267646
progress;66.345;4588.0;4591.0;0.06538796861377363;3407119
progress;69.386;4588.0;4591.0;0.06538796861377363;3561175
progress;72.396;4588.0;4591.0;0.06538796861377363;3657220
progress;75.401;4588.0;4591.0;0.06538796861377363;3755003
progress;78.425;4588.0;4591.0;0.06538796861377363;3873531
progress;81.425;4588.0;4591.0;0.06538796861377363;4018987
progress;84.457;4588.0;4591.0;0.06538796861377363;4153604
progress;87.457;4588.0;4591.0;0.06538796861377363;4264140
progress;90.483;4588.0;4591.0;0.06538796861377363;4400158
progress;93.518;4588.0;4591.0;0.06538796861377363;4529524
progress;96.518;4588.0;4591.0;0.06538796861377363;4654564
progress;99.547;4588.0;4591.0;0.06538796861377363;4790471
progress;102.547;4588.0;4591.0;0.06538796861377363;4940939
progress;105.555;4588.0;4591.0;0.06538796861377363;5084459
progress;108.555;4588.0;4591.0;0.06538796861377363;5235028
progress;111.593;4588.0;4591.0;0.06538796861377363;5382843
progress;114.607;4588.0;4591.0;0.06538796861377363;5527103
progress;117.63;4588.0;4591.0;0.06538796861377363;5656886
progress;120.667;4588.0;4591.0;0.06538796861377363;5796693
progress;123.674;4588.0;4591.0;0.06538796861377363;5946053
progress;126.674;4588.0;4591.0;0.06538796861377363;6088529
progress;129.688;4588.0;4591.0;0.06538796861377363;6229175
progress;132.688;4588.0;4591.0;0.06538796861377363;6385675
progress;135.725;4588.0;4591.0;0.06538796861377363;6535759
progress;138.725;4588.0;4591.0;0.06538796861377363;6675104
progress;141.725;4588.0;4591.0;0.06538796861377363;6807741
progress;144.74;4588.0;4591.0;0.06538796861377363;6946134
progress;147.74;4588.0;4591.0;0.06538796861377363;7069391
progress;150.74;4588.0;4591.0;0.06538796861377363;7212432
progress;153.756;4588.0;4591.0;0.06538796861377363;7347976
progress;156.776;4588.0;4591.0;0.06538796861377363;7516014
progress;159.776;4588.0;4591.0;0.06538796861377363;7670405
progress;162.81;4588.0;4591.0;0.06538796861377363;7827105
progress;165.838;4588.0;4591.0;0.06538796861377363;7981207
progress;168.839;4588.0;4591.0;0.06538796861377363;8130472
progress;171.839;4588.0;4591.0;0.06538796861377363;8295641
progress;174.857;4588.0;4591.0;0.06538796861377363;8442746
progress;177.899;4588.0;4591.0;0.06538796861377363;8582545
progress;180.899;4588.0;4591.0;0.06538796861377363;8732128
progress;183.933;4588.0;4591.0;0.06538796861377363;8891449
progress;186.933;4588.0;4591.0;0.06538796861377363;9054213
progress;189.933;4588.0;4591.0;0.06538796861377363;9213636
progress;192.933;4588.0;4591.0;0.06538796861377363;9382805
progress;195.943;4588.0;4591.0;0.06538796861377363;9543745
progress;198.943;4588.0;4591.0;0.06538796861377363;9718413
progress;201.982;4588.0;4591.0;0.06538796861377363;9882677
progress;204.982;4588.0;4591.0;0.06538796861377363;10050336
progress;207.982;4588.0;4591.0;0.06538796861377363;10202820
progress;211.012;4588.0;4591.0;0.06538796861377363;10362520
progress;214.012;4588.0;4591.0;0.06538796861377363;10550277
progress;217.012;4588.0;4591.0;0.06538796861377363;10735119
progress;220.043;4588.0;4591.0;0.06538796861377363;10923702
progress;223.045;4588.0;4591.0;0.06538796861377363;11117606
progress;226.066;4588.0;4591.0;0.06538796861377363;11286181
progress;229.066;4588.0;4591.0;0.06538796861377363;11443331
progress;232.104;4588.0;4591.0;0.06538796861377363;11613591
progress;235.121;4588.0;4591.0;0.06538796861377363;11773057
progress;238.137;4588.0;4591.0;0.06538796861377363;11924290
progress;241.137;4588.0;4591.0;0.06538796861377363;12101534
progress;244.137;4588.0;4591.0;0.06538796861377363;12283116
progress;247.139;4588.0;4591.0;0.06538796861377363;12466543
progress;250.139;4588.0;4591.0;0.06538796861377363;12647075
progress;253.161;4588.0;4591.0;0.06538796861377363;12800764
progress;256.194;4588.0;4591.0;0.06538796861377363;12973203
progress;259.194;4588.0;4591.0;0.06538796861377363;13154127
progress;262.205;4588.0;4591.0;0.06538796861377363;13338771
progress;265.205;4588.0;4591.0;0.06538796861377363;13510322
progress;268.205;4588.0;4591.0;0.06538796861377363;13673121
progress;271.205;4588.0;4591.0;0.06538796861377363;13823929
progress;274.205;4588.0;4591.0;0.06538796861377363;13991935
progress;277.205;4588.0;4591.0;0.06538796861377363;14151843
progress;280.241;4588.0;4591.0;0.06538796861377363;14313404
progress;283.279;4588.0;4591.0;0.06538796861377363;14472219
progress;286.29;4588.0;4591.0;0.06538796861377363;14622684
progress;289.29;4588.0;4591.0;0.06538796861377363;14783878
progress;292.317;4588.0;4591.0;0.06538796861377363;14954782
progress;295.324;4588.0;4591.0;0.06538796861377363;15117213
progress;298.324;4588.0;4591.0;0.06538796861377363;15284038
progress;301.324;4588.0;4591.0;0.06538796861377363;15442475
progress;304.352;4588.0;4591.0;0.06538796861377363;15603890
progress;307.378;4588.0;4591.0;0.06538796861377363;15754112
progress;310.378;4588.0;4591.0;0.06538796861377363;15893904
progress;313.393;4588.0;4591.0;0.06538796861377363;16046445
progress;316.428;4588.0;4591.0;0.06538796861377363;16207009
progress;319.43;4588.0;4591.0;0.06538796861377363;16375429
progress;322.467;4588.0;4591.0;0.06538796861377363;16536091
progress;325.471;4588.0;4591.0;0.06538796861377363;16669355
progress;328.471;4588.0;4591.0;0.06538796861377363;16802662
progress;331.498;4588.0;4591.0;0.06538796861377363;16923520
progress;334.502;4588.0;4591.0;0.06538796861377363;17067683
progress;337.502;4588.0;4591.0;0.06538796861377363;17210769
progress;340.522;4588.0;4591.0;0.06538796861377363;17355217
progress;343.537;4588.0;4591.0;0.06538796861377363;17486039
progress;346.537;4588.0;4591.0;0.06538796861377363;17623928
progress;349.547;4588.0;4591.0;0.06538796861377363;17758321
progress;352.558;4588.0;4591.0;0.06538796861377363;17911660
progress;355.558;4588.0;4591.0;0.06538796861377363;18078475
progress;358.558;4588.0;4591.0;0.06538796861377363;18239696
progress;361.566;4588.0;4591.0;0.06538796861377363;18399327
progress;364.58;4588.0;4591.0;0.06538796861377363;18561734
progress;367.601;4588.0;4591.0;0.06538796861377363;18722145
progress;370.623;4588.0;4591.0;0.06538796861377363;18886664
progress;373.641;4588.0;4591.0;0.06538796861377363;19047093
progress;376.674;4588.0;4591.0;0.06538796861377363;19202491
progress;379.69;4588.0;4591.0;0.06538796861377363;19374565
progress;382.69;4588.0;4591.0;0.06538796861377363;19536114
progress;385.707;4588.0;4591.0;0.06538796861377363;19702685
progress;388.714;4588.0;4591.0;0.06538796861377363;19877014
progress;391.727;4588.0;4591.0;0.06538796861377363;20035593
progress;394.748;4588.0;4591.0;0.06538796861377363;20201038
progress;397.767;4588.0;4591.0;0.06538796861377363;20342615
progress;400.819;4588.0;4591.0;0.06538796861377363;20474145
progress;403.819;4588.0;4591.0;0.06538796861377363;20625584
progress;406.819;4588.0;4591.0;0.06538796861377363;20785926
progress;409.862;4588.0;4591.0;0.06538796861377363;20935749
progress;412.862;4588.0;4591.0;0.06538796861377363;21084607
progress;415.862;4588.0;4591.0;0.06538796861377363;21227904
progress;418.872;4588.0;4591.0;0.06538796861377363;21383316
progress;421.903;4588.0;4591.0;0.06538796861377363;21544463
progress;424.924;4588.0;4591.0;0.06538796861377363;21699090
progress;427.924;4588.0;4591.0;0.06538796861377363;21838956
progress;430.951;4588.0;4591.0;0.06538796861377363;21971540
